MolarRatio,Included/Fitted,PeakHeat,FittedHeat,InjVolume,InjDelay,[cell],[syr]
0.0240410857477149,0,-17153.9185211917,-34019.9190706874,4.99999998737621E-07,150,0.000202510492790049,4.86857212197756E-06
0.120785151028882,1,-33992.2750928503,-33857.3946764874,1.99999999495049E-06,150,0.000200564198303524,2.42251769830778E-05
0.218456771974539,1,-33555.4649224013,-33504.6132142421,1.99999999495049E-06,150,0.00019863649750505,4.33934880412818E-05
0.317055948584688,1,-32953.0740110666,-32958.468192594,1.99999999495049E-06,150,0.000196727125212506,6.23735052965897E-05
0.416582680859328,1,-31980.0128797163,-32066.7044185292,1.99999999495049E-06,150,0.000194835821262597,8.11652287490015E-05
0.517036968798458,1,-30386.491217881,-30523.2108075657,1.99999999495049E-06,150,0.000192962330392679,9.97686583985171E-05
0.61841881240208,1,-27736.6597031574,-27741.9526747931,1.99999999495049E-06,150,0.000191106402125905,0.000118183794245137
0.720728211670192,1,-22946.5429961533,-22938.1433001266,1.99999999495049E-06,150,0.000189267790659597,0.00013641063628886
0.823965166602796,1,-16378.4830662215,-16287.5675868418,1.99999999495049E-06,150,0.000187446254756715,0.000154449184529687
0.92812967719989,1,-10054.1046514732,-10036.068739718,1.99999999495049E-06,150,0.000185641557640345,0.000172299438967618
1.03322174346148,1,-5821.17575274831,-5920.19467833662,1.99999999495049E-06,150,0.000183853466891094,0.000189961399602653
1.13924136538755,1,-3555.072621726,-3625.20315280143,1.99999999495049E-06,150,0.000182081754347311,0.000207435066434792
1.24618854297812,1,-2344.13740744812,-2359.08653435032,1.99999999495049E-06,150,0.000180326196008031,0.000224720439464034
1.35406327623318,1,-1582.96917202592,-1624.76206278259,1.99999999495049E-06,150,0.000178586571938562,0.000241817518690381
1.46286556515273,1,-1154.72104508374,-1172.28583280075,1.99999999495049E-06,150,0.000176862666178638,0.000258726304113831
1.57259540973677,1,-932.396213367194,-877.597219646723,1.99999999495049E-06,150,0.000175154266653043,0.000275446795734385
1.6832528099853,1,-714.577862591462,-676.383598374764,1.99999999495049E-06,150,0.00017346116508464,0.000291978993552043
1.79483776589832,1,-610.428781576008,-533.428897965173,1.99999999495049E-06,150,0.000171783156909722,0.000308322897566805
1.90735027747583,1,-432.884964486263,-428.406915041757,1.99999999495049E-06,150,0.000170120041195623,0.000324478507778671
# EXPINFO CELLCONC 0.000203000
# EXPINFO SYRINGECONC 0.002019000
# EXPINFO CELLVOLUME 0.000207100
