MolarRatio,Included/Fitted,PeakHeat,FittedHeat,InjVolume,InjDelay,[cell],[syr]
0.0240410857477149,0,-18927.732493522,-33784.2212995307,4.99999998737621E-07,150,0.000202510492790049,4.86857212197756E-06
0.120785151028882,1,-33659.8835719303,-33631.3316536943,1.99999999495049E-06,150,0.000200564198303524,2.42251769830778E-05
0.218456771974539,1,-33234.9544925263,-33302.8241918161,1.99999999495049E-06,150,0.00019863649750505,4.33934880412818E-05
0.317055948584688,1,-32710.453986977,-32802.1709969783,1.99999999495049E-06,150,0.000196727125212506,6.23735052965897E-05
0.416582680859328,1,-32251.4100720462,-32000.358218157,1.99999999495049E-06,150,0.000194835821262597,8.11652287490015E-05
0.517036968798458,1,-30554.695222094,-30642.5398881422,1.99999999495049E-06,150,0.000192962330392679,9.97686583985171E-05
0.61841881240208,1,-28201.6828673219,-28237.7894987907,1.99999999495049E-06,150,0.000191106402125905,0.000118183794245137
0.720728211670192,1,-24002.7958283229,-24049.5550186535,1.99999999495049E-06,150,0.000189267790659597,0.00013641063628886
0.823965166602796,1,-17989.2979292407,-17883.3510587971,1.99999999495049E-06,150,0.000187446254756715,0.000154449184529687
0.92812967719989,1,-11370.412606307,-11461.5405984153,1.99999999495049E-06,150,0.000185641557640345,0.000172299438967618
1.03322174346148,1,-6895.2013457174,-6848.97061836115,1.99999999495049E-06,150,0.000183853466891094,0.000189961399602653
1.13924136538755,1,-4221.86351467487,-4173.36848937355,1.99999999495049E-06,150,0.000182081754347311,0.000207435066434792
1.24618854297812,1,-2568.11834789574,-2688.07443391513,1.99999999495049E-06,150,0.000180326196008031,0.000224720439464034
1.35406327623318,1,-1810.14302899779,-1832.46821645545,1.99999999495049E-06,150,0.000178586571938562,0.000241817518690381
1.46286556515273,1,-1350.71171166705,-1310.54487462832,1.99999999495049E-06,150,0.000176862666178638,0.000258726304113831
1.57259540973677,1,-1078.69846794573,-974.009619601006,1.99999999495049E-06,150,0.000175154266653043,0.000275446795734385
1.6832528099853,1,-651.872918653597,-746.282280424801,1.99999999495049E-06,150,0.00017346116508464,0.000291978993552043
1.79483776589832,1,-630.023423296405,-585.759371745872,1.99999999495049E-06,150,0.000171783156909722,0.000308322897566805
1.90735027747583,1,-457.35547083115,-468.636439421423,1.99999999495049E-06,150,0.000170120041195623,0.000324478507778671
# EXPINFO CELLCONC 0.000203000
# EXPINFO SYRINGECONC 0.002019000
# EXPINFO CELLVOLUME 0.000207100
