x,[cell],[syringe],n_injmass,V_inj,Included,230919_PRLR_W392Y_run1.itc_peak,230919_PRLR_W392Y_run1.itc_fit
0.0228938160595295,0.000147144321231089,3.36869502446887E-06,6.98499998236457E-10,4.99999998737621E-07,0,-10090.6523686006,-20705.6529849298
0.11502113753912,0.000145730141762214,1.67620466792272E-05,2.79399999294583E-09,1.99999999495049E-06,1,-20408.0520873762,-20410.8636523077
0.208031750605068,0.00014432947248518,3.00251128249979E-05,2.79399999294583E-09,1.99999999495049E-06,1,-19781.5899216972,-19788.6555443457
0.301925655257371,0.000142942120718399,4.3157893461781E-05,2.79399999294583E-09,1.99999999495049E-06,1,-18963.6742380556,-18926.8941028331
0.396702851496032,0.00014156789742697,5.61603885895766E-05,2.79399999294583E-09,1.99999999495049E-06,1,-17785.1084228895,-17824.3860290978
0.492363339321048,0.000140206617136804,6.90325982083846E-05,2.79399999294583E-09,1.99999999495049E-06,1,-16514.8464011493,-16540.9928708494
0.588907118732421,0.000138858097851183,8.1774522318205E-05,2.79399999294583E-09,1.99999999495049E-06,1,-15210.3849046063,-15089.8108876536
0.686334189730151,0.000137522160969641,9.43861609190378E-05,2.79399999294583E-09,1.99999999495049E-06,1,-13065.601082167,-13217.2048243397
0.784644552314237,0.000136198631209109,0.000106867514010883,2.79399999294583E-09,1.99999999495049E-06,1,-10399.222372461,-10310.6444435719
0.883838206484679,0.000134887336527251,0.000119218581593741,2.79399999294583E-09,1.99999999495049E-06,1,-6447.03234143573,-6426.55497670363
0.983915152241478,0.00013358810804791,0.000131439363667611,2.79399999294583E-09,1.99999999495049E-06,1,-3231.82142883384,-3336.11132061024
1.08487538958463,0.000132300779988609,0.000143529860232493,2.79399999294583E-09,1.99999999495049E-06,1,-1675.11544977047,-1741.40363304913
1.18671891851414,0.000131025189590028,0.000155490071288388,2.79399999294583E-09,1.99999999495049E-06,1,-1139.24989399048,-999.654110379732
1.28944573903001,0.000129761177047405,0.000167319996835296,2.79399999294583E-09,1.99999999495049E-06,1,-878.643528879478,-629.305208535594
1.39305585113224,0.000128508585443802,0.000179019636873216,2.79399999294583E-09,1.99999999495049E-06,1,-382.319183082562,-425.281440121438
1.49754925482082,0.00012726726068516,0.000190588991402148,2.79399999294583E-09,1.99999999495049E-06,1,-249.060956531518,-302.870926083369
1.60292595009576,0.000126037051437107,0.000202028060422092,2.79399999294583E-09,1.99999999495049E-06,1,-167.524137829276,-224.215776622016
1.70918593695705,0.000124817809063456,0.00021333684393305,2.79399999294583E-09,1.99999999495049E-06,1,-201.443667948609,-170.824708090306
1.8163292154047,0.000123609387566336,0.000224515341935019,2.79399999294583E-09,1.99999999495049E-06,1,2.08718448448678,-132.928278623771
