x,[cell],[syringe],n_injmass,V_inj,Included,230907_PRLR_P393V_run2.itc_peak,230907_PRLR_P393V_run2.itc_fit
0.0241720687656032,0.000213483978567049,5.16034941027727E-06,1.07000011214921E-09,4.99999998737621E-07,0,-5880.05012676284,-11306.3918940808
0.121443224618564,0.000211432219743485,2.56770105539096E-05,4.28000044859685E-09,1.99999999495049E-06,1,-11179.0332398345,-11130.6955135826
0.2196469897364,0.000209400062148709,4.5994093301579E-05,4.28000044859685E-09,1.99999999495049E-06,1,-10834.3515713917,-10801.7700817087
0.318783364119113,0.000207387226231112,6.61115976532855E-05,4.28000044859685E-09,1.99999999495049E-06,1,-10316.3244809349,-10397.0853755518
0.418852347766702,0.000205393437729868,8.60295236090292E-05,4.28000044859685E-09,1.99999999495049E-06,1,-9849.85298473926,-9902.22278919037
0.519853940679167,0.000203418427550351,0.00010574787116881,4.28000044859685E-09,1.99999999495049E-06,1,-9294.29330436107,-9304.89864982392
0.621788142856508,0.000201461931643067,0.000125266640332628,4.28000044859685E-09,1.99999999495049E-06,1,-8644.43560819607,-8599.71666207222
0.724654954298726,0.000199523690885966,0.000144585831100483,4.28000044859685E-09,1.99999999495049E-06,1,-7844.95712432352,-7794.33842426441
0.828454375005819,0.000197603450970036,0.000163705443472375,4.28000044859685E-09,1.99999999495049E-06,1,-6899.41848162791,-6914.41689166351
0.933186404977789,0.000195700962288076,0.000182625477448304,4.28000044859685E-09,1.99999999495049E-06,1,-5984.71850605052,-6002.98122465819
1.03885104421463,0.000193815979826527,0.00020134593302827,4.28000044859685E-09,1.99999999495049E-06,1,-5128.11738593092,-5111.72912193744
1.14544829271636,0.000191948263060285,0.000219866810212273,4.28000044859685E-09,1.99999999495049E-06,1,-4263.74688688589,-4287.42880623638
1.25297815048295,0.000190097575850389,0.000238188109000314,4.28000044859685E-09,1.99999999495049E-06,1,-3589.70003416924,-3560.98251986883
1.36144061751443,0.000188263686344494,0.000256309829392391,4.28000044859685E-09,1.99999999495049E-06,1,-2921.78504508895,-2944.35428629636
1.47083569381078,0.000186446366880042,0.000274231971388506,4.28000044859685E-09,1.99999999495049E-06,1,-2402.70247339147,-2434.403877386
1.581163379372,0.000184645393890044,0.000291954534988657,4.28000044859685E-09,1.99999999495049E-06,1,-2033.03116564407,-2019.28265177686
1.69242367419811,0.000182860547811399,0.000309477520192846,4.28000044859685E-09,1.99999999495049E-06,1,-1682.89911702349,-1683.92851514835
1.80461657828908,0.000181091612995656,0.000326800927001072,4.28000044859685E-09,1.99999999495049E-06,1,-1456.81320777515,-1413.47605428178
1.91774209164494,0.000179338377622162,0.000343924755413335,4.28000044859685E-09,1.99999999495049E-06,1,-1172.40021942245,-1194.85614896895
